ISO,Year,Country,Classification,Disaster.Type,Disaster.Subgroup,Region,Continent,Total.Deaths..adjusted.,Total.Damage..adjusted.,CPI,X.1.90.per.day...poverty.gap.index,co2_per_capita,Constant,Damage.pergdp
IDN,2008,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,25,1,84.21522909,3.636446,1.556,1,1.96E-12
IDN,2008,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,3,1,84.21522909,3.636446,1.556,1,1.96E-12
IDN,2008,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,1,1,84.21522909,3.636446,1.556,1,1.96E-12
IDN,2008,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,84.21522909,3.636446,1.556,1,1.96E-12
IDN,2008,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,34,1,84.21522909,3.636446,1.556,1,1.96E-12
IDN,2008,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,84.21522909,3.636446,1.556,1,1.96E-12
IDN,2008,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,6,1,84.21522909,3.636446,1.556,1,1.96E-12
IDN,2009,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,1,9001,83.91580741,2.877515,1.684,1,1.67E-08
IDN,2009,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,39,1,83.91580741,2.877515,1.684,1,1.85E-12
IDN,2009,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,19,1,83.91580741,2.877515,1.684,1,1.85E-12
IDN,2009,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,3,2431,83.91580741,2.877515,1.684,1,4.51E-09
IDN,2009,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,129,160001,83.91580741,2.877515,1.684,1,2.97E-07
IDN,2009,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,7,1,83.91580741,2.877515,1.684,1,1.85E-12
IDN,2009,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,6,10001,83.91580741,2.877515,1.684,1,1.85E-08
IDN,2009,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,15,1,83.91580741,2.877515,1.684,1,1.85E-12
IDN,2009,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,16,1,83.91580741,2.877515,1.684,1,1.85E-12
IDN,2009,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,1196,2200001,83.91580741,2.877515,1.684,1,4.08E-06
IDN,2009,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,65,1,83.91580741,2.877515,1.684,1,1.85E-12
IDN,2009,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,83.91580741,2.877515,1.684,1,1.85E-12
IDN,2010,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,22,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,18,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,11,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,531,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,45,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,323,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,292,78001,85.2920606,2.269169,1.869,1,1.03E-07
IDN,2010,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,6,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,14,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,25,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,17,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2010,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,2,1,85.2920606,2.269169,1.869,1,1.32E-12
IDN,2011,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,19,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,1,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,11,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,2,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,14,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,11,5851,87.98460292,1.830828,2.059,1,6.55E-09
IDN,2011,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,4,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,35,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,20,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2011,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,22,1,87.98460292,1.830828,2.059,1,1.12E-12
IDN,2012,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,6,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Storm,Meteorological,South-Eastern Asia,Asia,17,1001,89.80529293,1.44515,2.099,1,1.09E-09
IDN,2012,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,14,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,7,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,5,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,4,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,21,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,9,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,9,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Storm,Meteorological,South-Eastern Asia,Asia,6,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,8,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2012,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,13,1,89.80529293,1.44515,2.099,1,1.09E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,35,3000001,91.12079403,1.065893,1.97,1,3.29E-06
IDN,2013,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,2,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,22,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,9,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,2001,91.12079403,1.065893,1.97,1,2.19E-09
IDN,2013,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,2,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,5,2001,91.12079403,1.065893,1.97,1,2.19E-09
IDN,2013,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,1,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,13,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,12,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,18,2001,91.12079403,1.065893,1.97,1,2.19E-09
IDN,2013,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,14,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,4,1,91.12079403,1.065893,1.97,1,1.10E-12
IDN,2013,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,49,130001,91.12079403,1.065893,1.97,1,1.42E-07
IDN,2014,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,2,1,92.59898057,0.8894784,1.956,1,1.12E-12
IDN,2014,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,12,2001,92.59898057,0.8894784,1.956,1,2.25E-09
IDN,2014,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,33,83001,92.59898057,0.8894784,1.956,1,9.32E-08
IDN,2014,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,33,600001,92.59898057,0.8894784,1.956,1,6.74E-07
IDN,2014,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,173001,92.59898057,0.8894784,1.956,1,1.94E-07
IDN,2014,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,21,153001,92.59898057,0.8894784,1.956,1,1.72E-07
IDN,2014,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,8,103001,92.59898057,0.8894784,1.956,1,1.16E-07
IDN,2014,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,109,1,92.59898057,0.8894784,1.956,1,1.12E-12
IDN,2014,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,14,1,92.59898057,0.8894784,1.956,1,1.12E-12
IDN,2014,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,20,1,92.59898057,0.8894784,1.956,1,1.12E-12
IDN,2015,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,7,235001,92.70882199,0.9165727,2.134,1,2.73E-07
IDN,2015,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,3,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,1,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Drought,Climatological,South-Eastern Asia,Asia,12,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,21,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,14,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,13,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2015,Indonesia,Tropical,Wildfire,Climatological,South-Eastern Asia,Asia,20,1000001,92.70882199,0.9165727,2.134,1,1.16E-06
IDN,2015,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,2,1,92.70882199,0.9165727,2.134,1,1.16E-12
IDN,2016,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,16,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,6,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,54,22001,93.87843648,0.7661307,2.144,1,2.36E-08
IDN,2016,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,63,25001,93.87843648,0.7661307,2.144,1,2.68E-08
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,7,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,6,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,74001,93.87843648,0.7661307,2.144,1,7.94E-08
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,1,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,9,2001,93.87843648,0.7661307,2.144,1,2.15E-09
IDN,2016,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,105,100001,93.87843648,0.7661307,2.144,1,1.07E-07
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,3,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,1,1,93.87843648,0.7661307,2.144,1,1.07E-12
IDN,2016,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,11,10001,93.87843648,0.7661307,2.144,1,1.07E-08
IDN,2017,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,3,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2017,Indonesia,Tropical,Storm,Meteorological,South-Eastern Asia,Asia,12,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2017,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,10,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2017,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,5,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2017,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,9,19001,95.87816577,0.6491637,2.173,1,1.87E-08
IDN,2017,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,3,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2017,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,5,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2017,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,13,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2017,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,13,2001,95.87816577,0.6491637,2.173,1,1.97E-09
IDN,2017,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,8,2001,95.87816577,0.6491637,2.173,1,1.97E-09
IDN,2017,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,29,11001,95.87816577,0.6491637,2.173,1,1.08E-08
IDN,2017,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,1,1,95.87816577,0.6491637,2.173,1,9.85E-13
IDN,2018,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,14,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,4,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,11,5001,98.21999062,0.4930833,2.297,1,4.80E-09
IDN,2018,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,2,80001,98.21999062,0.4930833,2.297,1,7.68E-08
IDN,2018,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,16,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,36,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,10,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,21,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,4341,1450001,98.21999062,0.4930833,2.297,1,1.39E-06
IDN,2018,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,15,29001,98.21999062,0.4930833,2.297,1,2.78E-08
IDN,2018,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,565,790001,98.21999062,0.4930833,2.297,1,7.58E-07
IDN,2018,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,34,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,1,1,98.21999062,0.4930833,2.297,1,9.59E-13
IDN,2018,Indonesia,Tropical,Volcanic activity,Geophysical,South-Eastern Asia,Asia,454,250001,98.21999062,0.4930833,2.297,1,2.40E-07
IDN,2019,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,9,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,207,103001,100,0.3477599,2.441,1,9.20E-08
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,3,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,67,1200001,100,0.3477599,2.441,1,1.07E-06
IDN,2019,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,32,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,15,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,6,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,7,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,2,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Wildfire,Climatological,South-Eastern Asia,Asia,1,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,3,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,3,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,1,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,1,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Earthquake,Geophysical,South-Eastern Asia,Asia,10,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Landslide,Hydrological,South-Eastern Asia,Asia,85,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,10,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,7,1,100,0.3477599,2.441,1,8.94E-13
IDN,2019,Indonesia,Tropical,Flood,Hydrological,South-Eastern Asia,Asia,19,15001,100,0.3477599,2.441,1,1.34E-08
IND,1981,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,1,1,35.56517152,19.34905,0.441,1,5.17E-12
IND,1981,India,Sub Tropical,Extreme temperature,Meteorological,Southern Asia,Asia,301,1,35.56517152,19.34905,0.441,1,5.17E-12
IND,1981,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,471,1,35.56517152,19.34905,0.441,1,5.17E-12
IND,1981,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,121,1,35.56517152,19.34905,0.441,1,5.17E-12
IND,1981,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,16,1,35.56517152,19.34905,0.441,1,5.17E-12
IND,1981,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,554,250001,35.56517152,19.34905,0.441,1,1.29E-06
IND,1981,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,201,1,35.56517152,19.34905,0.441,1,5.17E-12
IND,1982,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,245,120001,37.74582208,19.07007,0.445,1,5.98E-07
IND,1982,India,Sub Tropical,Epidemic,Biological,Southern Asia,Asia,119,1,37.74582208,19.07007,0.445,1,4.98E-12
IND,1982,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,933,700001,37.74582208,19.07007,0.445,1,3.49E-06
IND,1982,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,501,625421,37.74582208,19.07007,0.445,1,3.12E-06
IND,1982,India,Sub Tropical,Extreme temperature,Meteorological,Southern Asia,Asia,401,1,37.74582208,19.07007,0.445,1,4.98E-12
IND,1982,India,Sub Tropical,Drought,Climatological,Southern Asia,Asia,1,1,37.74582208,19.07007,0.445,1,4.98E-12
IND,1982,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,1,1,37.74582208,19.07007,0.445,1,4.98E-12
IND,1983,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,552,56001,38.9583793,17.88697,0.47,1,2.57E-07
IND,1983,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,401,1,38.9583793,17.88697,0.47,1,4.58E-12
IND,1983,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,59,1,38.9583793,17.88697,0.47,1,4.58E-12
IND,1983,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,25,1,38.9583793,17.88697,0.47,1,4.58E-12
IND,1983,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,77,1,38.9583793,17.88697,0.47,1,4.58E-12
IND,1983,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,198,1,38.9583793,17.88697,0.47,1,4.58E-12
IND,1983,India,Sub Tropical,Landslide,Hydrological,Southern Asia,Asia,68,1,38.9583793,17.88697,0.47,1,4.58E-12
IND,1983,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,101,510001,38.9583793,17.88697,0.47,1,2.34E-06
IND,1983,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,131,1,38.9583793,17.88697,0.47,1,4.58E-12
IND,1983,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,32,25001,38.9583793,17.88697,0.47,1,1.15E-07
IND,1984,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,37,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,1,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,525,35001,40.63380386,17.618,0.472,1,1.65E-07
IND,1984,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,201,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,15,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Extreme temperature,Meteorological,Southern Asia,Asia,291,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,246,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Earthquake,Geophysical,Southern Asia,Asia,21,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Wildfire,Climatological,Southern Asia,Asia,1,2001,40.63380386,17.618,0.472,1,9.43E-09
IND,1984,India,Sub Tropical,Epidemic,Biological,Southern Asia,Asia,1161,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Epidemic,Biological,Southern Asia,Asia,3291,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,1,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1984,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,246,90001,40.63380386,17.618,0.472,1,4.24E-07
IND,1984,India,Sub Tropical,Epidemic,Biological,Southern Asia,Asia,61,1,40.63380386,17.618,0.472,1,4.71E-12
IND,1985,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,101,1,42.07452677,16.6093,0.507,1,4.30E-12
IND,1985,India,Sub Tropical,Storm,Meteorological,Southern Asia,Asia,79,1,42.07452677,16.6093,0.507,1,4.30E-12
IND,1985,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,134,1,42.07452677,16.6093,0.507,1,4.30E-12
IND,1985,India,Sub Tropical,Extreme temperature,Meteorological,Southern Asia,Asia,226,144001,42.07452677,16.6093,0.507,1,6.19E-07
IND,1985,India,Sub Tropical,Flood,Hydrological,Southern Asia,Asia,131,1,42.07452677,16.6093,0.507,1,4.30E-12
